ParentKey	ItemCode	Quantity	WarehouseCode	ShipToCode
100004	COM5103	5	1	PATIO RIOBAMBA
100004	COM5254	2	1	PATIO RIOBAMBA
100004	COM5253	2	1	PATIO RIOBAMBA
100004	COM5160	3	1	PATIO RIOBAMBA
100004	COM5141	1	1	PATIO RIOBAMBA
100004	COM5407	1	1	PATIO RIOBAMBA
100004		2	05	PATIO RIOBAMBA
100004	COM5590	3	1	PATIO RIOBAMBA
100004		1	05	PATIO RIOBAMBA
100004	COM0037	1	1	PATIO RIOBAMBA
100005	OFI0031	3	7	PATIO RIOBAMBA
100005	PRU002	2	1	PATIO RIOBAMBA
100005	OFI0276	1	7	PATIO RIOBAMBA
100005	OFI0042	5	7	PATIO RIOBAMBA
100005	OFI0077	2	7	PATIO RIOBAMBA
100005	OFI0174	2	7	PATIO RIOBAMBA
100005	OFI0051	2	7	PATIO RIOBAMBA
100005	OFI0089	1	7	PATIO RIOBAMBA
100005	OFI0040	3	7	PATIO RIOBAMBA
100005	OFI0028	3	7	PATIO RIOBAMBA
100005	OFI0260	1	7	PATIO RIOBAMBA
100005	PRU003	2	1	PATIO RIOBAMBA
100005	OFI0064	2	7	PATIO RIOBAMBA
100005	OFI0065	2	7	PATIO RIOBAMBA
100005	OFI0274	1	7	PATIO RIOBAMBA
100005	OFI0273	1	7	PATIO RIOBAMBA
100005	OFI0275	1	7	PATIO RIOBAMBA
100005	OFI0221	2	7	PATIO RIOBAMBA
100005	OFI0286	2	7	PATIO RIOBAMBA
100005	ABS0112	1	1	PATIO RIOBAMBA
100005	COM5424	1	1	PATIO RIOBAMBA
100005	COM5220	2	1	PATIO RIOBAMBA
100005	COM5468	3	1	PATIO RIOBAMBA
100005	COM5367	2	1	PATIO RIOBAMBA
100005	COM5585	1	1	PATIO RIOBAMBA
100005	COM5598	1	1	PATIO RIOBAMBA
100005	PRU010	1	1	PATIO RIOBAMBA
100005	COM001	1	1	PATIO RIOBAMBA
100005	OFI0069	1	7	PATIO RIOBAMBA
100005	ABS0373	4	1	PATIO RIOBAMBA
100005	OFI0252	1	7	PATIO RIOBAMBA
100005	OFI0306	2	7	PATIO RIOBAMBA
100005	ABS0425	2	1	PATIO RIOBAMBA
100005	OFI0219	2	7	PATIO RIOBAMBA
100005	COM5256	2	1	PATIO RIOBAMBA
100005	COM5245	1	1	PATIO RIOBAMBA
100005	QUI0090	1	1	PATIO RIOBAMBA
100005	QUI0173	1	1	PATIO RIOBAMBA
100005	QUI0144	1	1	PATIO RIOBAMBA
100005	QUI0572	1	1	PATIO RIOBAMBA
100005	QUI0080	1	1	PATIO RIOBAMBA
100005	COM5404	2	1	PATIO RIOBAMBA
100005	COM5103	5	1	PATIO RIOBAMBA
100005	COM5254	2	1	PATIO RIOBAMBA
100005	COM5253	2	1	PATIO RIOBAMBA
100005	COM5160	3	1	PATIO RIOBAMBA
100005	COM5141	1	1	PATIO RIOBAMBA
100005	COM5407	1	1	PATIO RIOBAMBA
100005	COM5398	2	1	PATIO RIOBAMBA
100005	COM5590	3	1	PATIO RIOBAMBA
100005	TTS0028	1	1	PATIO RIOBAMBA
100005	COM0037	1	1	PATIO RIOBAMBA
100007	OFI0031	3	7	PATIO RIOBAMBA
100007	PRU002	2	1	PATIO RIOBAMBA
100007	OFI0276	1	7	PATIO RIOBAMBA
100007	OFI0042	5	7	PATIO RIOBAMBA
100007	OFI0077	2	7	PATIO RIOBAMBA
100007	OFI0174	2	7	PATIO RIOBAMBA
100007	OFI0051	2	7	PATIO RIOBAMBA
100007	OFI0089	1	7	PATIO RIOBAMBA
100007	OFI0040	3	7	PATIO RIOBAMBA
100007	OFI0028	3	7	PATIO RIOBAMBA
100007	OFI0260	1	7	PATIO RIOBAMBA
100007	PRU003	2	1	PATIO RIOBAMBA
100007	OFI0064	2	7	PATIO RIOBAMBA
100007	OFI0065	2	7	PATIO RIOBAMBA
100007	OFI0274	1	7	PATIO RIOBAMBA
100007	OFI0273	1	7	PATIO RIOBAMBA
100007	OFI0275	1	7	PATIO RIOBAMBA
100007	OFI0221	2	7	PATIO RIOBAMBA
100007	OFI0286	2	7	PATIO RIOBAMBA
100007	ABS0112	1	1	PATIO RIOBAMBA
100007	COM5424	1	1	PATIO RIOBAMBA
100007	COM5220	2	1	PATIO RIOBAMBA
100007	COM5468	3	1	PATIO RIOBAMBA
100007	COM5367	2	1	PATIO RIOBAMBA
100007	COM5585	1	1	PATIO RIOBAMBA
100007	COM5598	1	1	PATIO RIOBAMBA
100007	PRU010	1	1	PATIO RIOBAMBA
100007	COM001	1	1	PATIO RIOBAMBA
100007	OFI0069	1	7	PATIO RIOBAMBA
100007	ABS0373	4	1	PATIO RIOBAMBA
100007	OFI0252	1	7	PATIO RIOBAMBA
100007	OFI0306	2	7	PATIO RIOBAMBA
100007	ABS0425	2	1	PATIO RIOBAMBA
100007	OFI0219	2	7	PATIO RIOBAMBA
100007	COM5256	2	1	PATIO RIOBAMBA
100007	COM5245	1	1	PATIO RIOBAMBA
100007	QUI0090	1	1	PATIO RIOBAMBA
100007	QUI0173	1	1	PATIO RIOBAMBA
100007	QUI0144	1	1	PATIO RIOBAMBA
100007	QUI0572	1	1	PATIO RIOBAMBA
100007	QUI0080	1	1	PATIO RIOBAMBA
100007	COM5404	2	1	PATIO RIOBAMBA
100007	COM5103	5	1	PATIO RIOBAMBA
100007	COM5254	2	1	PATIO RIOBAMBA
100007	COM5253	2	1	PATIO RIOBAMBA
100007	COM5160	3	1	PATIO RIOBAMBA
100007	COM5141	1	1	PATIO RIOBAMBA
100007	COM5407	1	1	PATIO RIOBAMBA
100007	COM5398	2	1	PATIO RIOBAMBA
100007	COM5590	3	1	PATIO RIOBAMBA
100007	TTS0028	1	1	PATIO RIOBAMBA
100007	COM0037	1	1	PATIO RIOBAMBA
100008	OFI0031	3	7	PATIO
100008	PRU002	2	1	PATIO
100008	OFI0276	1	7	PATIO
100008	OFI0042	5	7	PATIO
100008	OFI0077	2	7	PATIO
100008	OFI0174	2	7	PATIO
100008	OFI0051	2	7	PATIO
100008	OFI0089	1	7	PATIO
100008	OFI0040	3	7	PATIO
100008	OFI0028	3	7	PATIO
100008	OFI0260	1	7	PATIO
100008	PRU003	2	1	PATIO
100008	OFI0064	2	7	PATIO
100008	OFI0065	2	7	PATIO
100008	OFI0274	1	7	PATIO
100008	OFI0273	1	7	PATIO
100008	OFI0275	1	7	PATIO
100008	OFI0221	2	7	PATIO
100008	OFI0286	2	7	PATIO
100008	ABS0112	1	1	PATIO
100008	COM5424	1	1	PATIO
100008	COM5220	2	1	PATIO
100008	COM5468	3	1	PATIO
100008	COM5367	2	1	PATIO
100008	COM5585	1	1	PATIO
100008	COM5598	1	1	PATIO
100008	PRU010	1	1	PATIO
100008	COM001	1	1	PATIO
100008	OFI0069	1	7	PATIO
100008	ABS0373	4	1	PATIO
100008	OFI0252	1	7	PATIO
100008	OFI0306	2	7	PATIO
100008	ABS0425	2	1	PATIO
100008	OFI0219	2	7	PATIO
100008	COM5256	2	1	PATIO
100008	COM5245	1	1	PATIO
100008	QUI0090	1	1	PATIO
100008	QUI0173	1	1	PATIO
100008	QUI0144	1	1	PATIO
100008	QUI0572	1	1	PATIO
100008	QUI0080	1	1	PATIO
100008	COM5404	2	1	PATIO
100008	COM5103	5	1	PATIO
100008	COM5254	2	1	PATIO
100008	COM5253	2	1	PATIO
100008	COM5160	3	1	PATIO
100008	COM5141	1	1	PATIO
100008	COM5407	1	1	PATIO
100008	COM5398	2	1	PATIO
100008	COM5590	3	1	PATIO
100008	TTS0028	1	1	PATIO
100008	COM0037	1	1	PATIO
100009	TEST001	2	7	Av. Principal 123
100009	TEST002	1	1	Av. Principal 123
100011	TEST001	2	7	PATIO
100011	TEST002	1	1	PATIO
100012	OFI0031	3	7	PATIO
100012	PRU002	2	1	PATIO
100012	OFI0276	1	7	PATIO
100012	OFI0042	5	7	PATIO
100012	OFI0077	2	7	PATIO
100012	OFI0174	2	7	PATIO
100012	OFI0051	2	7	PATIO
100012	OFI0089	1	7	PATIO
100012	OFI0040	3	7	PATIO
100012	OFI0028	3	7	PATIO
100012	OFI0260	1	7	PATIO
100012	PRU003	2	1	PATIO
100012	OFI0064	2	7	PATIO
100012	OFI0065	2	7	PATIO
100012	OFI0274	1	7	PATIO
100012	OFI0273	1	7	PATIO
100012	OFI0275	1	7	PATIO
100012	OFI0221	2	7	PATIO
100012	OFI0286	2	7	PATIO
100012	ABS0112	1	1	PATIO
100012	COM5424	1	1	PATIO
100012	COM5220	2	1	PATIO
100012	COM5468	3	1	PATIO
100012	COM5367	2	1	PATIO
100012	COM5585	1	1	PATIO
100012	COM5598	1	1	PATIO
100012	PRU010	1	1	PATIO
100012	COM001	1	1	PATIO
100012	OFI0069	1	7	PATIO
100012	ABS0373	4	1	PATIO
100012	OFI0252	1	7	PATIO
100012	OFI0306	2	7	PATIO
100012	ABS0425	2	1	PATIO
100012	OFI0219	2	7	PATIO
100012	COM5256	2	1	PATIO
100012	COM5245	1	1	PATIO
100012	QUI0090	1	1	PATIO
100012	QUI0173	1	1	PATIO
100012	QUI0144	1	1	PATIO
100012	QUI0572	1	1	PATIO
100012	QUI0080	1	1	PATIO
100012	COM5404	2	1	PATIO
100012	COM5103	5	1	PATIO
100012	COM5254	2	1	PATIO
100012	COM5253	2	1	PATIO
100012	COM5160	3	1	PATIO
100012	COM5141	1	1	PATIO
100012	COM5407	1	1	PATIO
100012	COM5398	2	1	PATIO
100012	COM5590	3	1	PATIO
100012	TTS0028	1	1	PATIO
100012	COM0037	1	1	PATIO
100015	PRU001	2	7	PATIO
100015	TEST002	1	1	PATIO
100016	TEST001	2	7	SUCURSAL DE PRUEBA
100016	TEST002	1	1	SUCURSAL DE PRUEBA
